Open,High,Low,Close,Adj Close,Volume
352.4200134277344,352.8599853515625,344.1300048828125,346.9100036621094,342.3055725097656,1295000
348.1000061035156,357.20001220703125,346.010009765625,352.8500061035156,348.16668701171875,999600
352.0799865722656,355.1099853515625,348.30999755859375,351.57000732421875,346.9036560058594,1581300
348.3500061035156,350.510009765625,340.0199890136719,343.239990234375,338.6842041015625,1225100
340.45001220703125,341.5299987792969,332.9100036621094,336.239990234375,331.77716064453125,1519600
339.1499938964844,341.2799987792969,332.260009765625,333.0899963378906,328.6689453125,1354700
337.1199951171875,346.17999267578125,335.7300109863281,342.75,338.2007751464844,1410100
349.42999267578125,367.92999267578125,349.42999267578125,364.79998779296875,359.9580383300781,1572900
366.75,366.75,347.30999755859375,359.1499938964844,354.383056640625,1193700
359.1499938964844,361.17999267578125,352.6000061035156,353.260009765625,348.5712585449219,938600
351.6600036621094,356.19000244140625,351.0899963378906,353.0,348.314697265625,748300
353.8800048828125,357.510009765625,351.79998779296875,357.1700134277344,352.4293518066406,648400
361.489990234375,375.19000244140625,361.489990234375,373.8599853515625,368.89776611328125,1581100
370.0899963378906,381.0400085449219,370.0899963378906,380.20001220703125,375.1536865234375,1344300
379.67999267578125,380.0,370.79998779296875,375.8500061035156,370.86138916015625,837700
376.9599914550781,385.0,370.0,372.1199951171875,367.180908203125,1029800
372.5,379.2200012207031,371.010009765625,378.5199890136719,373.4960021972656,539300
373.9800109863281,375.0199890136719,366.32000732421875,370.989990234375,366.06591796875,822200
368.44000244140625,371.4599914550781,363.32000732421875,369.6700134277344,364.7634582519531,526300
353.0,355.94000244140625,345.6400146484375,346.1600036621094,341.5654602050781,1213000
349.6400146484375,349.6400146484375,329.69000244140625,332.0199890136719,327.6131286621094,1253600
333.0899963378906,336.19000244140625,323.6199951171875,328.6700134277344,324.3076171875,1250500
322.260009765625,325.9800109863281,312.45001220703125,314.3299865722656,310.15789794921875,1484800
306.8500061035156,319.7799987792969,304.1400146484375,319.67999267578125,315.43695068359375,2130100
321.5,346.9700012207031,313.6600036621094,345.3599853515625,340.77606201171875,1856200
344.80999755859375,353.6499938964844,322.6099853515625,325.3699951171875,321.0514221191406,1914900
358.6099853515625,374.69000244140625,357.510009765625,372.3399963378906,367.39794921875,3319300
364.5,379.3699951171875,361.8500061035156,370.6000061035156,365.6811218261719,2270000
358.5,368.2799987792969,351.4200134277344,367.010009765625,362.1387634277344,2131900
336.69000244140625,348.80999755859375,323.29998779296875,337.20001220703125,332.7243957519531,2165800
346.3299865722656,357.30999755859375,342.1300048828125,349.29998779296875,344.66375732421875,1816900
342.0400085449219,350.55999755859375,325.7200012207031,328.2200012207031,323.8636169433594,2243700
305.5299987792969,317.0799865722656,291.2300109863281,293.04998779296875,289.1603698730469,1726100
307.0,314.5899963378906,280.05999755859375,313.9100036621094,309.7435302734375,2184500
261.04998779296875,292.29998779296875,251.1300048828125,270.2099914550781,266.62353515625,2795300
276.010009765625,277.8500061035156,262.0400085449219,272.5799865722656,268.9620666503906,2568200
257.80999755859375,259.30999755859375,230.0,246.5800018310547,243.30718994140625,3177900
246.5800018310547,261.3299865722656,235.02000427246094,256.19000244140625,252.78964233398438,1912300
261.010009765625,273.80999755859375,230.27999877929688,230.61000061035156,227.5491485595703,3308800
230.85000610351562,239.77999877929688,208.25,214.42999267578125,211.5839080810547,3564600
227.5500030517578,243.92999267578125,218.10000610351562,234.05999755859375,230.95333862304688,3403200
229.17999267578125,281.2799987792969,225.6300048828125,269.010009765625,265.43951416015625,3035200
272.3399963378906,306.9599914550781,270.0400085449219,304.4800109863281,300.4386901855469,2204100
290.1400146484375,304.0,289.0,297.07000732421875,293.1270446777344,1918700
299.32000732421875,318.9700012207031,298.07000732421875,311.2300109863281,307.74658203125,1635900
312.05999755859375,317.8500061035156,298.5799865722656,314.0199890136719,310.5052795410156,2504200
300.0,302.4700012207031,288.010009765625,298.75,295.4062194824219,1607700
293.0,306.94000244140625,287.8999938964844,300.1099853515625,296.7509765625,1068700
293.67999267578125,299.0,285.489990234375,291.6300048828125,288.3659362792969,1198700
305.2200012207031,330.8399963378906,301.2900085449219,327.4700012207031,323.8047790527344,1559200
340.0899963378906,345.0,318.05999755859375,320.04998779296875,316.46783447265625,1747300
324.82000732421875,346.0,319.3299865722656,337.260009765625,333.4851989746094,1619600
336.760009765625,345.239990234375,332.4800109863281,341.8999938964844,338.0732421875,2190100
343.69000244140625,349.0299987792969,337.5400085449219,348.260009765625,344.3620910644531,1380300
356.2699890136719,364.0400085449219,351.2900085449219,352.2099914550781,348.26788330078125,1497300
349.0,359.3299865722656,344.95001220703125,353.5400085449219,349.5830383300781,1431300
356.0,380.3500061035156,353.2799987792969,377.30999755859375,373.0869445800781,1451100
381.6199951171875,383.6700134277344,365.6700134277344,373.5899963378906,369.4085693359375,1441300
367.1099853515625,377.5799865722656,366.0,367.3299865722656,363.2186584472656,1172400
360.5,363.2300109863281,356.010009765625,358.8599853515625,354.8434143066406,980300
365.17999267578125,376.2200012207031,364.2900085449219,367.1700134277344,363.0604248046875,1072200
370.7300109863281,375.80999755859375,363.1499938964844,366.07000732421875,361.9727478027344,1233400
369.82000732421875,369.82000732421875,363.3299865722656,369.0899963378906,364.9589538574219,941200
372.3999938964844,374.8800048828125,366.7799987792969,373.5199890136719,369.3393859863281,704700
378.8299865722656,379.1300048828125,359.4599914550781,362.8699951171875,358.80853271484375,1302400
380.0,386.760009765625,365.0,377.3800048828125,373.1561279296875,1760600
