Open,High,Low,Close,Adj Close,Volume
63.2599983215332,64.62999725341797,63.09000015258789,63.70000076293945,59.79566955566406,20951100
64.12999725341797,65.36000061035156,63.900001525878906,64.80999755859375,60.837623596191406,12761900
65.0199966430664,65.08999633789062,64.12999725341797,64.13999938964844,60.20869827270508,10763200
63.79999923706055,64.30999755859375,63.38999938964844,63.810001373291016,59.89892578125,10783700
63.630001068115234,63.689998626708984,62.5099983215332,62.95000076293945,59.09163284301758,12898000
63.099998474121094,64.23999786376953,63.04999923706055,63.58000183105469,59.68302536010742,15986500
64.06999969482422,64.94000244140625,64.05000305175781,64.29000091552734,60.349510192871094,11740200
64.91999816894531,65.8499984741211,64.8499984741211,65.58999633789062,61.569820404052734,14991600
67.0,67.80000305175781,66.38999938964844,67.0999984741211,62.98727035522461,16488500
66.68000030517578,67.01000213623047,65.83999633789062,66.25,62.189369201660156,13093400
65.87999725341797,67.12000274658203,65.80000305175781,66.91000366210938,62.80891418457031,13218500
67.3499984741211,67.55000305175781,66.97000122070312,66.98999786376953,62.88400650024414,7261400
67.08999633789062,67.5,66.56999969482422,67.0,62.89339828491211,11213700
66.72000122070312,66.94999694824219,66.04000091552734,66.08000183105469,62.02979278564453,9149500
66.25,66.83000183105469,65.9800033569336,66.37999725341797,62.311397552490234,7530700
66.51000213623047,66.97000122070312,65.44000244140625,66.06999969482422,62.02040100097656,13831900
66.0,66.05000305175781,65.36000061035156,65.70999908447266,61.682464599609375,9905400
65.62999725341797,65.9800033569336,64.88999938964844,65.16999816894531,61.175559997558594,11360500
64.87000274658203,65.87000274658203,64.80000305175781,65.62999725341797,61.60736846923828,10134800
64.08000183105469,65.05999755859375,63.689998626708984,63.970001220703125,60.04911804199219,12105000
63.88999938964844,63.90999984741211,61.599998474121094,62.13999938964844,58.33127975463867,15706000
61.75,63.38999938964844,61.61000061035156,62.040000915527344,58.23741149902344,11264600
61.0,61.58000183105469,59.560001373291016,59.58000183105469,55.928192138671875,20624800
57.7599983215332,59.209999084472656,56.369998931884766,59.060001373291016,55.4400634765625,28292500
59.56999969482422,60.779998779296875,58.68000030517578,60.34000015258789,56.641605377197266,19500300
60.86000061035156,61.849998474121094,58.34000015258789,59.20000076293945,55.57148361206055,18250100
60.20000076293945,61.68000030517578,59.689998626708984,61.47999954223633,57.71173858642578,18228300
60.70000076293945,61.2400016784668,59.84000015258789,60.5,56.791805267333984,15119400
58.880001068115234,60.41999816894531,58.7599983215332,60.310001373291016,56.61345291137695,14833900
56.0099983215332,59.13999938964844,56.0,57.65999984741211,54.125877380371094,22385900
58.81999969482422,58.95000076293945,55.90999984741211,57.93000030517578,54.37932586669922,24831000
56.779998779296875,57.959999084472656,55.810001373291016,56.5099983215332,53.046363830566406,19768800
52.33000183105469,54.900001525878906,50.619998931884766,52.75,49.516822814941406,22963000
54.88999938964844,55.5,51.779998779296875,54.9900016784668,51.61952590942383,23503600
50.130001068115234,53.7599983215332,48.0099983215332,51.11000061035156,47.97734069824219,20582800
51.83000183105469,54.099998474121094,51.20000076293945,54.09000015258789,50.77469253540039,17519600
51.630001068115234,52.38999938964844,48.02000045776367,50.2400016784668,47.16066360473633,27384200
50.11000061035156,50.720001220703125,48.130001068115234,48.790000915527344,45.79953384399414,20058300
49.04999923706055,50.63999938964844,47.25,48.400001525878906,45.433441162109375,20370800
47.189998626708984,48.400001525878906,45.7599983215332,46.400001525878906,43.5560302734375,21237000
48.18000030517578,49.5,47.38999938964844,49.2400016784668,46.22195816040039,16484800
49.029998779296875,51.95000076293945,48.16999816894531,49.349998474121094,46.32521438598633,20921300
50.459999084472656,53.31999969482422,50.310001373291016,52.25,49.04746627807617,21600200
51.11000061035156,53.779998779296875,50.869998931884766,52.790000915527344,49.55436325073242,14498400
53.20000076293945,55.08000183105469,53.20000076293945,54.38999938964844,51.05630111694336,18013500
54.29999923706055,56.2400016784668,54.2400016784668,55.7400016784668,52.323551177978516,28455600
53.619998931884766,55.70000076293945,53.52000045776367,54.81999969482422,51.45994567871094,13441300
54.84000015258789,55.31999969482422,53.58000183105469,55.209999084472656,52.254981994628906,12929400
54.9900016784668,56.470001220703125,54.900001525878906,55.529998779296875,52.557857513427734,14654200
